81,0,0,0,0,0,0.01,0,0,0,0,0,0,
82,0,0.01,0,0,0,0,0,0,0,0.01,0.03,0,
83,0,0,0,0,0.01,0,0,0,0,0,0,0,
84,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,
85,0,0,0.02,0.01,0,0.01,0,0,0,0,0.01,0,
86,0.01,0,0,0,0,0,0,0,0,0,0,0,
87,0,0,0,0,0,0,0,0,0,0,0,0,
88,0,0,0,0,0,0,0,0,0,0,0,0,
89,0,0,0,0,0,0,0,0,0,0,0,0,
90,0,0,0,0,0,0.01,0,0,0,0,0,0,
91,0,0,0,0,0,0.01,0,0,0,0.01,0,0,
92,0,0,0,0,0,0,0,0,0,0,0,0,
93,0,0,0,0,0,0,0.01,0,0,0,0,0,
94,0,0,0,0,0,0,0,0,0,0,0.01,0,
95,0,0,0,0,0,0,0,0,0,0,0.01,0,
96,0.01,0.08,0.18,0.23,0.34,0.51,0.56,0.61,0.8,0.84,0.82,0.92,
97,0,0,0,0,0,0,0,0,0,0,0,0,
98,0,0,0,0.01,0,0,0,0,0.01,0,0,0,
99,0,0,0,0,0,0,0,0,0,0,0,0,
100,0,0,0,0,0,0,0,0,0,0,0,0,
101,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,
102,0,0,0,0.01,0,0,0,0,0.01,0,0,0,
103,0,0,0,0.01,0,0,0,0,0,0,0,0,
104,0,0.01,0,0,0,0,0,0,0,0,0,0.01,
105,0,0,0,0,0.01,0,0,0,0,0,0,0,
106,0,0,0,0,0,0.01,0,0,0,0.01,0,0,
