 ,adjustment_method,empirical_fdr,num_rejections,empirical_power,testing_method,nonnull_type,regime_id,repetition_id,trial_id
0, BH , 0,0,0 , simes,self,0,0,0
1,Bonferroni,0,0,0 , simes,self,0,0,0
2,BH,0,0,0 , hypergeometric.ga,comp,0,0,0
3,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,0,0
4, BH , 0,0,0 , simes,self,0,1,1
5,Bonferroni,0,0,0 , simes,self,0,1,1
6,BH,0,0,0 , hypergeometric.ga,comp,0,1,1
7,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,1,1
8, BH , 0,0,0 , simes,self,0,2,2
9,Bonferroni,0,0,0 , simes,self,0,2,2
10,BH,0,0,0 , hypergeometric.ga,comp,0,2,2
11,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,2,2
12, BH , 0,0,0 , simes,self,0,3,3
13,Bonferroni,0,0,0 , simes,self,0,3,3
14,BH,0,0,0 , hypergeometric.ga,comp,0,3,3
15,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,3,3
16, BH , 0,0,0 , simes,self,0,4,4
17,Bonferroni,0,0,0 , simes,self,0,4,4
18,BH,0,0,0 , hypergeometric.ga,comp,0,4,4
19,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,4,4
20, BH , 0,0,0 , simes,self,0,5,5
21,Bonferroni,0,0,0 , simes,self,0,5,5
22,BH,0,0,0 , hypergeometric.ga,comp,0,5,5
23,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,5,5
24, BH , 0,0,0 , simes,self,0,6,6
25,Bonferroni,0,0,0 , simes,self,0,6,6
26,BH,0,0,0 , hypergeometric.ga,comp,0,6,6
27,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,6,6
28, BH , 0,0,0 , simes,self,0,7,7
29,Bonferroni,0,0,0 , simes,self,0,7,7
30,BH,0,0,0 , hypergeometric.ga,comp,0,7,7
31,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,7,7
32, BH , 0,0,0 , simes,self,0,8,8
33,Bonferroni,0,0,0 , simes,self,0,8,8
34,BH,0,0,0 , hypergeometric.ga,comp,0,8,8
35,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,8,8
36, BH , 0,0,0 , simes,self,0,9,9
37,Bonferroni,0,0,0 , simes,self,0,9,9
38,BH,0,0,0 , hypergeometric.ga,comp,0,9,9
39,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,9,9
40, BH , 1,3,0 , simes,self,0,10,10
41,Bonferroni,0,0,0 , simes,self,0,10,10
42,BH,0,0,0 , hypergeometric.ga,comp,0,10,10
43,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,10,10
44, BH , 0,0,0 , simes,self,0,11,11
45,Bonferroni,0,0,0 , simes,self,0,11,11
46,BH,0,0,0 , hypergeometric.ga,comp,0,11,11
47,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,11,11
48, BH , 0,0,0 , simes,self,0,12,12
49,Bonferroni,0,0,0 , simes,self,0,12,12
50,BH,0,0,0 , hypergeometric.ga,comp,0,12,12
51,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,12,12
52, BH , 0,0,0 , simes,self,0,13,13
53,Bonferroni,0,0,0 , simes,self,0,13,13
54,BH,0,0,0 , hypergeometric.ga,comp,0,13,13
55,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,13,13
56, BH , 0,0,0 , simes,self,0,14,14
57,Bonferroni,0,0,0 , simes,self,0,14,14
58,BH,0,0,0 , hypergeometric.ga,comp,0,14,14
59,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,14,14
60, BH , 0,0,0 , simes,self,0,15,15
61,Bonferroni,0,0,0 , simes,self,0,15,15
62,BH,0,0,0 , hypergeometric.ga,comp,0,15,15
63,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,15,15
64, BH , 0,1,0.0625 , simes,self,0,16,16
65,Bonferroni,0,1,0.0625 , simes,self,0,16,16
66,BH,0,0,0 , hypergeometric.ga,comp,0,16,16
67,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,16,16
68, BH , 0,0,0 , simes,self,0,17,17
69,Bonferroni,0,0,0 , simes,self,0,17,17
70,BH,0,0,0 , hypergeometric.ga,comp,0,17,17
71,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,17,17
72, BH , 0,0,0 , simes,self,0,18,18
73,Bonferroni,0,0,0 , simes,self,0,18,18
74,BH,0,0,0 , hypergeometric.ga,comp,0,18,18
75,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,18,18
76, BH , 1,2,0 , simes,self,0,19,19
77,Bonferroni,0,0,0 , simes,self,0,19,19
78,BH,0,0,0 , hypergeometric.ga,comp,0,19,19
79,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,19,19
80, BH , 0,0,0 , simes,self,0,20,20
81,Bonferroni,0,0,0 , simes,self,0,20,20
82,BH,0,0,0 , hypergeometric.ga,comp,0,20,20
83,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,20,20
84, BH , 0,0,0 , simes,self,0,21,21
85,Bonferroni,0,0,0 , simes,self,0,21,21
86,BH,0,0,0 , hypergeometric.ga,comp,0,21,21
87,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,21,21
88, BH , 0,0,0 , simes,self,0,22,22
89,Bonferroni,0,0,0 , simes,self,0,22,22
90,BH,0,0,0 , hypergeometric.ga,comp,0,22,22
91,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,22,22
92, BH , 0,0,0 , simes,self,0,23,23
93,Bonferroni,0,0,0 , simes,self,0,23,23
94,BH,0,0,0 , hypergeometric.ga,comp,0,23,23
95,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,23,23
96, BH , 0,0,0 , simes,self,0,24,24
97,Bonferroni,0,0,0 , simes,self,0,24,24
98,BH,0,0,0 , hypergeometric.ga,comp,0,24,24
99,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,24,24
100, BH , 0,0,0 , simes,self,0,25,25
101,Bonferroni,0,0,0 , simes,self,0,25,25
102,BH,0,0,0 , hypergeometric.ga,comp,0,25,25
103,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,25,25
104, BH , 0,0,0 , simes,self,0,26,26
105,Bonferroni,0,0,0 , simes,self,0,26,26
106,BH,0,0,0 , hypergeometric.ga,comp,0,26,26
107,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,26,26
108, BH , 0,0,0 , simes,self,0,27,27
109,Bonferroni,0,0,0 , simes,self,0,27,27
110,BH,0,0,0 , hypergeometric.ga,comp,0,27,27
111,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,27,27
112, BH , 0,0,0 , simes,self,0,28,28
113,Bonferroni,0,0,0 , simes,self,0,28,28
114,BH,0,0,0 , hypergeometric.ga,comp,0,28,28
115,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,28,28
116, BH , 0,0,0 , simes,self,0,29,29
117,Bonferroni,0,0,0 , simes,self,0,29,29
118,BH,0,0,0 , hypergeometric.ga,comp,0,29,29
119,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,29,29
120, BH , 0,0,0 , simes,self,0,30,30
121,Bonferroni,0,0,0 , simes,self,0,30,30
122,BH,0,0,0 , hypergeometric.ga,comp,0,30,30
123,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,30,30
124, BH , 0,0,0 , simes,self,0,31,31
125,Bonferroni,0,0,0 , simes,self,0,31,31
126,BH,0,0,0 , hypergeometric.ga,comp,0,31,31
127,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,31,31
128, BH , 0,0,0 , simes,self,0,32,32
129,Bonferroni,0,0,0 , simes,self,0,32,32
130,BH,0,0,0 , hypergeometric.ga,comp,0,32,32
131,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,32,32
132, BH , 0,0,0 , simes,self,0,33,33
133,Bonferroni,0,0,0 , simes,self,0,33,33
134,BH,0,0,0 , hypergeometric.ga,comp,0,33,33
135,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,33,33
136, BH , 0,0,0 , simes,self,0,34,34
137,Bonferroni,0,0,0 , simes,self,0,34,34
138,BH,0,0,0 , hypergeometric.ga,comp,0,34,34
139,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,34,34
140, BH , 0,0,0 , simes,self,0,35,35
141,Bonferroni,0,0,0 , simes,self,0,35,35
142,BH,0,0,0 , hypergeometric.ga,comp,0,35,35
143,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,35,35
144, BH , 0,0,0 , simes,self,0,36,36
145,Bonferroni,0,0,0 , simes,self,0,36,36
146,BH,0,0,0 , hypergeometric.ga,comp,0,36,36
147,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,36,36
148, BH , 0,0,0 , simes,self,0,37,37
149,Bonferroni,0,0,0 , simes,self,0,37,37
150,BH,0,0,0 , hypergeometric.ga,comp,0,37,37
151,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,37,37
152, BH , 0,0,0 , simes,self,0,38,38
153,Bonferroni,0,0,0 , simes,self,0,38,38
154,BH,0,0,0 , hypergeometric.ga,comp,0,38,38
155,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,38,38
156, BH , 0,0,0 , simes,self,0,39,39
157,Bonferroni,0,0,0 , simes,self,0,39,39
158,BH,0,0,0 , hypergeometric.ga,comp,0,39,39
159,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,39,39
160, BH , 0,0,0 , simes,self,0,40,40
161,Bonferroni,0,0,0 , simes,self,0,40,40
162,BH,0,0,0 , hypergeometric.ga,comp,0,40,40
163,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,40,40
164, BH , 0,0,0 , simes,self,0,41,41
165,Bonferroni,0,0,0 , simes,self,0,41,41
166,BH,0,0,0 , hypergeometric.ga,comp,0,41,41
167,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,41,41
168, BH , 0,0,0 , simes,self,0,42,42
169,Bonferroni,0,0,0 , simes,self,0,42,42
170,BH,0,0,0 , hypergeometric.ga,comp,0,42,42
171,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,42,42
172, BH , 0,0,0 , simes,self,0,43,43
173,Bonferroni,0,0,0 , simes,self,0,43,43
174,BH,0,0,0 , hypergeometric.ga,comp,0,43,43
175,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,43,43
176, BH , 0,0,0 , simes,self,0,44,44
177,Bonferroni,0,0,0 , simes,self,0,44,44
178,BH,0,0,0 , hypergeometric.ga,comp,0,44,44
179,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,44,44
180, BH , 0,0,0 , simes,self,0,45,45
181,Bonferroni,0,0,0 , simes,self,0,45,45
182,BH,0,0,0 , hypergeometric.ga,comp,0,45,45
183,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,45,45
184, BH , 0,0,0 , simes,self,0,46,46
185,Bonferroni,0,0,0 , simes,self,0,46,46
186,BH,0,0,0 , hypergeometric.ga,comp,0,46,46
187,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,46,46
188, BH , 0,0,0 , simes,self,0,47,47
189,Bonferroni,0,0,0 , simes,self,0,47,47
190,BH,0,0,0 , hypergeometric.ga,comp,0,47,47
191,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,47,47
192, BH , 0,0,0 , simes,self,0,48,48
193,Bonferroni,0,0,0 , simes,self,0,48,48
194,BH,0,0,0 , hypergeometric.ga,comp,0,48,48
195,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,48,48
196, BH , 0,0,0 , simes,self,0,49,49
197,Bonferroni,0,0,0 , simes,self,0,49,49
198,BH,0,0,0 , hypergeometric.ga,comp,0,49,49
199,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,49,49
200, BH , 0,0,0 , simes,self,0,50,50
201,Bonferroni,0,0,0 , simes,self,0,50,50
202,BH,0,0,0 , hypergeometric.ga,comp,0,50,50
203,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,50,50
204, BH , 0,0,0 , simes,self,0,51,51
205,Bonferroni,0,0,0 , simes,self,0,51,51
206,BH,0,0,0 , hypergeometric.ga,comp,0,51,51
207,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,51,51
208, BH , 0,0,0 , simes,self,0,52,52
209,Bonferroni,0,0,0 , simes,self,0,52,52
210,BH,0,0,0 , hypergeometric.ga,comp,0,52,52
211,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,52,52
212, BH , 0,0,0 , simes,self,0,53,53
213,Bonferroni,0,0,0 , simes,self,0,53,53
214,BH,0,0,0 , hypergeometric.ga,comp,0,53,53
215,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,53,53
216, BH , 1,1,0 , simes,self,0,54,54
217,Bonferroni,1,1,0 , simes,self,0,54,54
218,BH,0,0,0 , hypergeometric.ga,comp,0,54,54
219,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,54,54
220, BH , 0,0,0 , simes,self,0,55,55
221,Bonferroni,0,0,0 , simes,self,0,55,55
222,BH,0,0,0 , hypergeometric.ga,comp,0,55,55
223,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,55,55
224, BH , 0,0,0 , simes,self,0,56,56
225,Bonferroni,0,0,0 , simes,self,0,56,56
226,BH,0,0,0 , hypergeometric.ga,comp,0,56,56
227,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,56,56
228, BH , 0,0,0 , simes,self,0,57,57
229,Bonferroni,0,0,0 , simes,self,0,57,57
230,BH,0,0,0 , hypergeometric.ga,comp,0,57,57
231,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,57,57
232, BH , 0,0,0 , simes,self,0,58,58
233,Bonferroni,0,0,0 , simes,self,0,58,58
234,BH,0,0,0 , hypergeometric.ga,comp,0,58,58
235,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,58,58
236, BH , 0,2,0.125 , simes,self,0,59,59
237,Bonferroni,0,2,0.125 , simes,self,0,59,59
238,BH,0,0,0 , hypergeometric.ga,comp,0,59,59
239,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,59,59
240, BH , 0,0,0 , simes,self,0,60,60
241,Bonferroni,0,0,0 , simes,self,0,60,60
242,BH,0,0,0 , hypergeometric.ga,comp,0,60,60
243,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,60,60
244, BH , 0,0,0 , simes,self,0,61,61
245,Bonferroni,0,0,0 , simes,self,0,61,61
246,BH,0,0,0 , hypergeometric.ga,comp,0,61,61
247,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,61,61
248, BH , 0,0,0 , simes,self,0,62,62
249,Bonferroni,0,0,0 , simes,self,0,62,62
250,BH,0,0,0 , hypergeometric.ga,comp,0,62,62
251,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,62,62
252, BH , 0,0,0 , simes,self,0,63,63
253,Bonferroni,0,0,0 , simes,self,0,63,63
254,BH,0,0,0 , hypergeometric.ga,comp,0,63,63
255,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,63,63
256, BH , 0,0,0 , simes,self,0,64,64
257,Bonferroni,0,0,0 , simes,self,0,64,64
258,BH,0,0,0 , hypergeometric.ga,comp,0,64,64
259,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,64,64
260, BH , 0,0,0 , simes,self,0,65,65
261,Bonferroni,0,0,0 , simes,self,0,65,65
262,BH,0,0,0 , hypergeometric.ga,comp,0,65,65
263,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,65,65
264, BH , 0,0,0 , simes,self,0,66,66
265,Bonferroni,0,0,0 , simes,self,0,66,66
266,BH,0,0,0 , hypergeometric.ga,comp,0,66,66
267,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,66,66
268, BH , 0,0,0 , simes,self,0,67,67
269,Bonferroni,0,0,0 , simes,self,0,67,67
270,BH,0,0,0 , hypergeometric.ga,comp,0,67,67
271,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,67,67
272, BH , 0,0,0 , simes,self,0,68,68
273,Bonferroni,0,0,0 , simes,self,0,68,68
274,BH,0,0,0 , hypergeometric.ga,comp,0,68,68
275,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,68,68
276, BH , 0,0,0 , simes,self,0,69,69
277,Bonferroni,0,0,0 , simes,self,0,69,69
278,BH,0,0,0 , hypergeometric.ga,comp,0,69,69
279,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,69,69
280, BH , 0,0,0 , simes,self,0,70,70
281,Bonferroni,0,0,0 , simes,self,0,70,70
282,BH,0,0,0 , hypergeometric.ga,comp,0,70,70
283,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,70,70
284, BH , 0,0,0 , simes,self,0,71,71
285,Bonferroni,0,0,0 , simes,self,0,71,71
286,BH,0,0,0 , hypergeometric.ga,comp,0,71,71
287,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,71,71
288, BH , 0,0,0 , simes,self,0,72,72
289,Bonferroni,0,0,0 , simes,self,0,72,72
290,BH,0,0,0 , hypergeometric.ga,comp,0,72,72
291,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,72,72
292, BH , 0,0,0 , simes,self,0,73,73
293,Bonferroni,0,0,0 , simes,self,0,73,73
294,BH,0,0,0 , hypergeometric.ga,comp,0,73,73
295,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,73,73
296, BH , 0,0,0 , simes,self,0,74,74
297,Bonferroni,0,0,0 , simes,self,0,74,74
298,BH,0,0,0 , hypergeometric.ga,comp,0,74,74
299,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,74,74
300, BH , 0,4,0.25 , simes,self,0,75,75
301,Bonferroni,0,1,0.0625 , simes,self,0,75,75
302,BH,0,0,0 , hypergeometric.ga,comp,0,75,75
303,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,75,75
304, BH , 0,0,0 , simes,self,0,76,76
305,Bonferroni,0,0,0 , simes,self,0,76,76
306,BH,0,0,0 , hypergeometric.ga,comp,0,76,76
307,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,76,76
308, BH , 0.777778,9,0.125 , simes,self,0,77,77
309,Bonferroni,1,2,0 , simes,self,0,77,77
310,BH,0,0,0 , hypergeometric.ga,comp,0,77,77
311,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,77,77
312, BH , 0,0,0 , simes,self,0,78,78
313,Bonferroni,0,0,0 , simes,self,0,78,78
314,BH,0,0,0 , hypergeometric.ga,comp,0,78,78
315,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,78,78
316, BH , 0,0,0 , simes,self,0,79,79
317,Bonferroni,0,0,0 , simes,self,0,79,79
318,BH,0,0,0 , hypergeometric.ga,comp,0,79,79
319,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,79,79
320, BH , 0,0,0 , simes,self,0,80,80
321,Bonferroni,0,0,0 , simes,self,0,80,80
322,BH,0,0,0 , hypergeometric.ga,comp,0,80,80
323,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,80,80
324, BH , 0,0,0 , simes,self,0,81,81
325,Bonferroni,0,0,0 , simes,self,0,81,81
326,BH,0,0,0 , hypergeometric.ga,comp,0,81,81
327,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,81,81
328, BH , 0.2,10,0.5 , simes,self,0,82,82
329,Bonferroni,0,7,0.4375 , simes,self,0,82,82
330,BH,0,0,0 , hypergeometric.ga,comp,0,82,82
331,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,82,82
332, BH , 0,0,0 , simes,self,0,83,83
333,Bonferroni,0,0,0 , simes,self,0,83,83
334,BH,0,0,0 , hypergeometric.ga,comp,0,83,83
335,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,83,83
336, BH , 0,0,0 , simes,self,0,84,84
337,Bonferroni,0,0,0 , simes,self,0,84,84
338,BH,0,0,0 , hypergeometric.ga,comp,0,84,84
339,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,84,84
340, BH , 0,0,0 , simes,self,0,85,85
341,Bonferroni,0,0,0 , simes,self,0,85,85
342,BH,0,0,0 , hypergeometric.ga,comp,0,85,85
343,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,85,85
344, BH , 0,0,0 , simes,self,0,86,86
345,Bonferroni,0,0,0 , simes,self,0,86,86
346,BH,0,0,0 , hypergeometric.ga,comp,0,86,86
347,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,86,86
348, BH , 0,0,0 , simes,self,0,87,87
349,Bonferroni,0,0,0 , simes,self,0,87,87
350,BH,0,0,0 , hypergeometric.ga,comp,0,87,87
351,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,87,87
352, BH , 0,0,0 , simes,self,0,88,88
353,Bonferroni,0,0,0 , simes,self,0,88,88
354,BH,0,0,0 , hypergeometric.ga,comp,0,88,88
355,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,88,88
356, BH , 0,0,0 , simes,self,0,89,89
357,Bonferroni,0,0,0 , simes,self,0,89,89
358,BH,0,0,0 , hypergeometric.ga,comp,0,89,89
359,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,89,89
360, BH , 0,0,0 , simes,self,0,90,90
361,Bonferroni,0,0,0 , simes,self,0,90,90
362,BH,0,0,0 , hypergeometric.ga,comp,0,90,90
363,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,90,90
364, BH , 0,0,0 , simes,self,0,91,91
365,Bonferroni,0,0,0 , simes,self,0,91,91
366,BH,0,0,0 , hypergeometric.ga,comp,0,91,91
367,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,91,91
368, BH , 0,0,0 , simes,self,0,92,92
369,Bonferroni,0,0,0 , simes,self,0,92,92
370,BH,0,0,0 , hypergeometric.ga,comp,0,92,92
371,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,92,92
372, BH , 0,0,0 , simes,self,0,93,93
373,Bonferroni,0,0,0 , simes,self,0,93,93
374,BH,0,0,0 , hypergeometric.ga,comp,0,93,93
375,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,93,93
376, BH , 0,0,0 , simes,self,0,94,94
377,Bonferroni,0,0,0 , simes,self,0,94,94
378,BH,0,0,0 , hypergeometric.ga,comp,0,94,94
379,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,94,94
380, BH , 0,0,0 , simes,self,0,95,95
381,Bonferroni,0,0,0 , simes,self,0,95,95
382,BH,0,0,0 , hypergeometric.ga,comp,0,95,95
383,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,95,95
384, BH , 0,0,0 , simes,self,0,96,96
385,Bonferroni,0,0,0 , simes,self,0,96,96
386,BH,0,0,0 , hypergeometric.ga,comp,0,96,96
387,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,96,96
388, BH , 0,0,0 , simes,self,0,97,97
389,Bonferroni,0,0,0 , simes,self,0,97,97
390,BH,0,0,0 , hypergeometric.ga,comp,0,97,97
391,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,97,97
392, BH , 0,0,0 , simes,self,0,98,98
393,Bonferroni,0,0,0 , simes,self,0,98,98
394,BH,0,0,0 , hypergeometric.ga,comp,0,98,98
395,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,98,98
396, BH , 0,0,0 , simes,self,0,99,99
397,Bonferroni,0,0,0 , simes,self,0,99,99
398,BH,0,0,0 , hypergeometric.ga,comp,0,99,99
399,Bonferroni,0,0,0 , hypergeometric.ga,comp,0,99,99
400, BH , 0,0,0 , simes,self,1,0,100
401,Bonferroni,0,0,0 , simes,self,1,0,100
402,BH,0,0,0 , hypergeometric.ga,comp,1,0,100
403,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,0,100
404, BH , 0,0,0 , simes,self,1,1,101
405,Bonferroni,0,0,0 , simes,self,1,1,101
406,BH,0,0,0 , hypergeometric.ga,comp,1,1,101
407,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,1,101
408, BH , 0,1,0.0625 , simes,self,1,2,102
409,Bonferroni,0,1,0.0625 , simes,self,1,2,102
410,BH,0,0,0 , hypergeometric.ga,comp,1,2,102
411,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,2,102
412, BH , 0,0,0 , simes,self,1,3,103
413,Bonferroni,0,0,0 , simes,self,1,3,103
414,BH,0,0,0 , hypergeometric.ga,comp,1,3,103
415,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,3,103
416, BH , 0.5,2,0.0625 , simes,self,1,4,104
417,Bonferroni,1,1,0 , simes,self,1,4,104
418,BH,0,0,0 , hypergeometric.ga,comp,1,4,104
419,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,4,104
420, BH , 0,0,0 , simes,self,1,5,105
421,Bonferroni,0,0,0 , simes,self,1,5,105
422,BH,0,0,0 , hypergeometric.ga,comp,1,5,105
423,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,5,105
424, BH , 0,0,0 , simes,self,1,6,106
425,Bonferroni,0,0,0 , simes,self,1,6,106
426,BH,0,0,0 , hypergeometric.ga,comp,1,6,106
427,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,6,106
428, BH , 0,0,0 , simes,self,1,7,107
429,Bonferroni,0,0,0 , simes,self,1,7,107
430,BH,0,0,0 , hypergeometric.ga,comp,1,7,107
431,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,7,107
432, BH , 0,0,0 , simes,self,1,8,108
433,Bonferroni,0,0,0 , simes,self,1,8,108
434,BH,0,0,0 , hypergeometric.ga,comp,1,8,108
435,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,8,108
436, BH , 0,0,0 , simes,self,1,9,109
437,Bonferroni,0,0,0 , simes,self,1,9,109
438,BH,0,0,0 , hypergeometric.ga,comp,1,9,109
439,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,9,109
440, BH , 0.333333,3,0.125 , simes,self,1,10,110
441,Bonferroni,0,0,0 , simes,self,1,10,110
442,BH,0,0,0 , hypergeometric.ga,comp,1,10,110
443,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,10,110
444, BH , 0,0,0 , simes,self,1,11,111
445,Bonferroni,0,0,0 , simes,self,1,11,111
446,BH,0,0,0 , hypergeometric.ga,comp,1,11,111
447,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,11,111
448, BH , 0,0,0 , simes,self,1,12,112
449,Bonferroni,0,0,0 , simes,self,1,12,112
450,BH,0,0,0 , hypergeometric.ga,comp,1,12,112
451,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,12,112
452, BH , 0,0,0 , simes,self,1,13,113
453,Bonferroni,0,0,0 , simes,self,1,13,113
454,BH,0,0,0 , hypergeometric.ga,comp,1,13,113
455,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,13,113
456, BH , 0.75,8,0.125 , simes,self,1,14,114
457,Bonferroni,1,1,0 , simes,self,1,14,114
458,BH,0,0,0 , hypergeometric.ga,comp,1,14,114
459,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,14,114
460, BH , 0,0,0 , simes,self,1,15,115
461,Bonferroni,0,0,0 , simes,self,1,15,115
462,BH,0,0,0 , hypergeometric.ga,comp,1,15,115
463,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,15,115
464, BH , 1,2,0 , simes,self,1,16,116
465,Bonferroni,1,2,0 , simes,self,1,16,116
466,BH,0,0,0 , hypergeometric.ga,comp,1,16,116
467,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,16,116
468, BH , 0,0,0 , simes,self,1,17,117
469,Bonferroni,0,0,0 , simes,self,1,17,117
470,BH,0,0,0 , hypergeometric.ga,comp,1,17,117
471,Bonferroni,0,0,0 , hypergeometric.ga,comp,1,17,117
472, BH , 0,0,0 , simes,self,1,18,118
473,Bonferroni,0,0,0 , simes,self,1,18,118
474,BH,0,0,0 , hypergeometric.ga,comp,1,18,118
